"operator_name"	"date"	"aggregate_oil_volume"
"8603"	"SANCHEZ OIL & GAS CORPORATION"	2011-09-01	54582
"8604"	"SANCHEZ OIL & GAS CORPORATION"	2011-10-01	63984
"8605"	"SANCHEZ OIL & GAS CORPORATION"	2011-11-01	76706
"8606"	"SANCHEZ OIL & GAS CORPORATION"	2011-12-01	82842
"8607"	"SANCHEZ OIL & GAS CORPORATION"	2012-01-01	89878
"8608"	"SANCHEZ OIL & GAS CORPORATION"	2012-02-01	106674
"8609"	"SANCHEZ OIL & GAS CORPORATION"	2012-03-01	137226
"8610"	"SANCHEZ OIL & GAS CORPORATION"	2012-04-01	166118
"8611"	"SANCHEZ OIL & GAS CORPORATION"	2012-05-01	197478
"8612"	"SANCHEZ OIL & GAS CORPORATION"	2012-06-01	225299
"8613"	"SANCHEZ OIL & GAS CORPORATION"	2012-07-01	261328
"8614"	"SANCHEZ OIL & GAS CORPORATION"	2012-08-01	315976
"8615"	"SANCHEZ OIL & GAS CORPORATION"	2012-09-01	360989
"8616"	"SANCHEZ OIL & GAS CORPORATION"	2012-10-01	406706
"8617"	"SANCHEZ OIL & GAS CORPORATION"	2012-11-01	447197
"8618"	"SANCHEZ OIL & GAS CORPORATION"	2012-12-01	513157
"8619"	"SANCHEZ OIL & GAS CORPORATION"	2013-01-01	591429
"8620"	"SANCHEZ OIL & GAS CORPORATION"	2013-02-01	657395
"8621"	"SANCHEZ OIL & GAS CORPORATION"	2013-03-01	735499
"8622"	"SANCHEZ OIL & GAS CORPORATION"	2013-04-01	837871
"8623"	"SANCHEZ OIL & GAS CORPORATION"	2013-05-01	929903
"8624"	"SANCHEZ OIL & GAS CORPORATION"	2013-06-01	1019007
"8625"	"SANCHEZ OIL & GAS CORPORATION"	2013-07-01	1115836
"8626"	"SANCHEZ OIL & GAS CORPORATION"	2013-08-01	1197534
"8627"	"SANCHEZ OIL & GAS CORPORATION"	2013-09-01	1339513
"8628"	"SANCHEZ OIL & GAS CORPORATION"	2013-10-01	1461822
"8629"	"SANCHEZ OIL & GAS CORPORATION"	2013-11-01	1588418
"8630"	"SANCHEZ OIL & GAS CORPORATION"	2013-12-01	1716421
"8631"	"SANCHEZ OIL & GAS CORPORATION"	2014-01-01	1832898
"8632"	"SANCHEZ OIL & GAS CORPORATION"	2014-02-01	1969170
"8633"	"SANCHEZ OIL & GAS CORPORATION"	2014-03-01	2152990
"8634"	"SANCHEZ OIL & GAS CORPORATION"	2014-04-01	2307965
"8635"	"SANCHEZ OIL & GAS CORPORATION"	2014-05-01	2494655
"8636"	"SANCHEZ OIL & GAS CORPORATION"	2014-06-01	2646970
"8637"	"SANCHEZ OIL & GAS CORPORATION"	2014-07-01	2797296
"8638"	"SANCHEZ OIL & GAS CORPORATION"	2014-08-01	2932962
"8639"	"SANCHEZ OIL & GAS CORPORATION"	2014-09-01	3068946
"8640"	"SANCHEZ OIL & GAS CORPORATION"	2014-10-01	3192177
"8641"	"SANCHEZ OIL & GAS CORPORATION"	2014-11-01	3353882
"8642"	"SANCHEZ OIL & GAS CORPORATION"	2014-12-01	3488227
"8643"	"SANCHEZ OIL & GAS CORPORATION"	2015-01-01	3603127
"8644"	"SANCHEZ OIL & GAS CORPORATION"	2015-02-01	3740035
"8645"	"SANCHEZ OIL & GAS CORPORATION"	2015-03-01	3902609
"8646"	"SANCHEZ OIL & GAS CORPORATION"	2015-04-01	4035229
"8647"	"SANCHEZ OIL & GAS CORPORATION"	2015-05-01	4167825
"8648"	"SANCHEZ OIL & GAS CORPORATION"	2015-06-01	4296548
"8649"	"SANCHEZ OIL & GAS CORPORATION"	2015-07-01	4454873
"8650"	"SANCHEZ OIL & GAS CORPORATION"	2015-08-01	4602702
"8651"	"SHELL WESTERN E&P"	2008-06-01	4
"8652"	"SHELL WESTERN E&P"	2008-07-01	167
"8653"	"SHELL WESTERN E&P"	2008-08-01	258
"8654"	"SHELL WESTERN E&P"	2010-12-01	1910
"8655"	"SHELL WESTERN E&P"	2011-01-01	7586
"8656"	"SHELL WESTERN E&P"	2011-02-01	11716
"8657"	"SHELL WESTERN E&P"	2011-03-01	16842
"8658"	"SHELL WESTERN E&P"	2011-04-01	26622
"8659"	"SHELL WESTERN E&P"	2011-05-01	35127
"8660"	"SHELL WESTERN E&P"	2011-06-01	48444
"8661"	"SHELL WESTERN E&P"	2011-07-01	61117
"8662"	"SHELL WESTERN E&P"	2011-08-01	76547
"8663"	"SHELL WESTERN E&P"	2011-09-01	93723
"8664"	"SHELL WESTERN E&P"	2011-10-01	117511
"8665"	"SHELL WESTERN E&P"	2011-11-01	143459
"8666"	"SHELL WESTERN E&P"	2011-12-01	168610
"8667"	"SHELL WESTERN E&P"	2012-01-01	201266
"8668"	"SHELL WESTERN E&P"	2012-02-01	237550
"8669"	"SHELL WESTERN E&P"	2012-03-01	278777
"8670"	"SHELL WESTERN E&P"	2012-04-01	323433
"8671"	"SHELL WESTERN E&P"	2012-05-01	367090
"8672"	"SHELL WESTERN E&P"	2012-06-01	406930
"8673"	"SHELL WESTERN E&P"	2012-07-01	457545
"8674"	"SHELL WESTERN E&P"	2012-08-01	521565
"8675"	"SHELL WESTERN E&P"	2012-09-01	590843
"8676"	"SHELL WESTERN E&P"	2012-10-01	682081
"8677"	"SHELL WESTERN E&P"	2012-11-01	776747
"8678"	"SHELL WESTERN E&P"	2012-12-01	891939
"8679"	"SHELL WESTERN E&P"	2013-01-01	995113
"8680"	"SHELL WESTERN E&P"	2013-02-01	1098109
"8681"	"SHELL WESTERN E&P"	2013-03-01	1237950
"8682"	"SHELL WESTERN E&P"	2013-04-01	1340338
"8683"	"SHELL WESTERN E&P"	2013-05-01	1457890
"8684"	"SHELL WESTERN E&P"	2013-06-01	1563225
"8685"	"SHELL WESTERN E&P"	2013-07-01	1684759
"8686"	"SHELL WESTERN E&P"	2013-08-01	1800598
"8687"	"SHELL WESTERN E&P"	2013-09-01	1887322
"8688"	"SHELL WESTERN E&P"	2013-10-01	1891868
"8689"	"SHELL WESTERN E&P"	2013-12-01	1896816
"8690"	"SHELL WESTERN E&P"	2014-02-01	2012779
"8691"	"SHELL WESTERN E&P"	2014-03-01	2152092
"8692"	"SHELL WESTERN E&P"	2014-04-01	2196265
"8693"	"SHELL WESTERN E&P"	2014-05-01	2247678
"8694"	"SHELL WESTERN E&P"	2014-06-01	2259775
"8695"	"SHELL WESTERN E&P"	2014-07-01	2308732
"8696"	"SHELL WESTERN E&P"	2014-08-01	2383556
"8697"	"SHELL WESTERN E&P"	2014-09-01	2510753
"8698"	"SHELL WESTERN E&P"	2014-10-01	2511856
"8699"	"SHELL WESTERN E&P"	2014-11-01	2530975
"8700"	"SHELL WESTERN E&P"	2014-12-01	2531636
"8701"	"SHELL WESTERN E&P"	2015-01-01	2638683
"8702"	"SHELL WESTERN E&P"	2015-02-01	2741105
"8703"	"SHELL WESTERN E&P"	2015-03-01	2794768
"8704"	"SHELL WESTERN E&P"	2015-04-01	2893336
"8705"	"SHELL WESTERN E&P"	2015-05-01	2963667
"8706"	"SHELL WESTERN E&P"	2015-06-01	2970599
"8707"	"SHELL WESTERN E&P"	2015-07-01	3110986
"8708"	"SHELL WESTERN E&P"	2015-08-01	3185371
"8709"	"SHELL WESTERN E&P"	2015-09-01	3318958
"8710"	"SHELL WESTERN E&P"	2015-11-01	3397485
"8711"	"SILVER TUSK OPERATING CO. LLC"	2014-10-01	1140
"8712"	"SILVER TUSK OPERATING CO. LLC"	2014-11-01	2862
"8713"	"SILVER TUSK OPERATING CO. LLC"	2014-12-01	5228
"8714"	"SILVER TUSK OPERATING CO. LLC"	2015-01-01	6872
"8715"	"SILVER TUSK OPERATING CO. LLC"	2015-02-01	8041
"8716"	"SILVER TUSK OPERATING CO. LLC"	2015-03-01	8880
"8717"	"SILVER TUSK OPERATING CO. LLC"	2015-04-01	9408
"8718"	"SILVER TUSK OPERATING CO. LLC"	2015-05-01	9953
"8719"	"SILVER TUSK OPERATING CO. LLC"	2015-06-01	15477
"8720"	"SILVER TUSK OPERATING CO. LLC"	2015-07-01	15848
"8721"	"SILVER TUSK OPERATING CO. LLC"	2015-08-01	16360
"8722"	"SILVER TUSK OPERATING CO. LLC"	2015-09-01	16795
"8723"	"SILVER TUSK OPERATING CO. LLC"	2015-10-01	17198
"8724"	"SM ENERGY COMPANY"	2010-12-01	2012
"8725"	"SM ENERGY COMPANY"	2011-01-01	6038
"8726"	"SM ENERGY COMPANY"	2011-02-01	8343
"8727"	"SM ENERGY COMPANY"	2011-03-01	10660
"8728"	"SM ENERGY COMPANY"	2011-04-01	15807
"8729"	"SM ENERGY COMPANY"	2011-05-01	30004
"8730"	"SM ENERGY COMPANY"	2011-06-01	41888
"8731"	"SM ENERGY COMPANY"	2011-07-01	57090
"8732"	"SM ENERGY COMPANY"	2011-08-01	73016
"8733"	"SM ENERGY COMPANY"	2011-09-01	93188
"8734"	"SM ENERGY COMPANY"	2011-10-01	118080
"8735"	"SM ENERGY COMPANY"	2011-11-01	147127
"8736"	"SM ENERGY COMPANY"	2011-12-01	179910
"8737"	"SM ENERGY COMPANY"	2012-01-01	215547
"8738"	"SM ENERGY COMPANY"	2012-02-01	258544
"8739"	"SM ENERGY COMPANY"	2012-03-01	308472
"8740"	"SM ENERGY COMPANY"	2012-04-01	363333
"8741"	"SM ENERGY COMPANY"	2012-05-01	414340
"8742"	"SM ENERGY COMPANY"	2012-06-01	464118
"8743"	"SM ENERGY COMPANY"	2012-07-01	520089
"8744"	"SM ENERGY COMPANY"	2012-08-01	581074
"8745"	"SM ENERGY COMPANY"	2012-09-01	636873
"8746"	"SM ENERGY COMPANY"	2012-10-01	705564
"8747"	"SM ENERGY COMPANY"	2012-11-01	766659
"8748"	"SM ENERGY COMPANY"	2012-12-01	827492
"8749"	"SM ENERGY COMPANY"	2013-01-01	897844
"8750"	"SM ENERGY COMPANY"	2013-02-01	966007
"8751"	"SM ENERGY COMPANY"	2013-03-01	1064357
"8752"	"SM ENERGY COMPANY"	2013-04-01	1165294
"8753"	"SM ENERGY COMPANY"	2013-05-01	1245973
"8754"	"SM ENERGY COMPANY"	2013-06-01	1352372
"8755"	"SM ENERGY COMPANY"	2013-07-01	1471646
"8756"	"SM ENERGY COMPANY"	2013-08-01	1592879
"8757"	"SM ENERGY COMPANY"	2013-09-01	1736438
"8758"	"SM ENERGY COMPANY"	2013-12-01	1752385
"8759"	"SM ENERGY COMPANY"	2014-01-01	1791755
"8760"	"SM ENERGY COMPANY"	2014-02-01	1820449
"8761"	"SM ENERGY COMPANY"	2014-03-01	1893130
"8762"	"SM ENERGY COMPANY"	2014-04-01	1938486
"8763"	"SM ENERGY COMPANY"	2014-05-01	1988437
"8764"	"SM ENERGY COMPANY"	2014-06-01	2041161
"8765"	"SM ENERGY COMPANY"	2014-07-01	2104030
"8766"	"SM ENERGY COMPANY"	2014-08-01	2125201
"8767"	"SM ENERGY COMPANY"	2014-09-01	2254406
"8768"	"SM ENERGY COMPANY"	2014-10-01	2359438
"8769"	"SM ENERGY COMPANY"	2014-11-01	2441698
"8770"	"SM ENERGY COMPANY"	2014-12-01	2539880
"8771"	"SM ENERGY COMPANY"	2015-01-01	2552245
"8772"	"SM ENERGY COMPANY"	2015-02-01	2582165
"8773"	"SM ENERGY COMPANY"	2015-03-01	2797400
"8774"	"SM ENERGY COMPANY"	2015-04-01	2996657
"8775"	"SM ENERGY COMPANY"	2015-05-01	3180244
"8776"	"SM ENERGY COMPANY"	2015-06-01	3326112
"8777"	"SM ENERGY COMPANY"	2015-07-01	3516529
"8778"	"SM ENERGY COMPANY"	2015-08-01	3712399
"8779"	"SM ENERGY COMPANY"	2015-09-01	3781680
"8780"	"SM ENERGY COMPANY"	2015-10-01	3954330
"8781"	"SM ENERGY COMPANY"	2015-11-01	4115410
"8782"	"ST. MARY LAND & EXPLORATION CO."	2009-06-01	3569
"8783"	"ST. MARY LAND & EXPLORATION CO."	2009-07-01	6264
"8784"	"ST. MARY LAND & EXPLORATION CO."	2009-08-01	8390
"8785"	"ST. MARY LAND & EXPLORATION CO."	2009-09-01	10193
"8786"	"ST. MARY LAND & EXPLORATION CO."	2009-10-01	12484
"8787"	"ST. MARY LAND & EXPLORATION CO."	2009-11-01	19365
"8788"	"ST. MARY LAND & EXPLORATION CO."	2009-12-01	29319
"8789"	"ST. MARY LAND & EXPLORATION CO."	2010-01-01	40891
"8790"	"ST. MARY LAND & EXPLORATION CO."	2010-02-01	54446
"8791"	"ST. MARY LAND & EXPLORATION CO."	2010-03-01	69868
"8792"	"ST. MARY LAND & EXPLORATION CO."	2010-04-01	91881
"8793"	"ST. MARY LAND & EXPLORATION CO."	2010-05-01	120746
"8794"	"ST. MARY LAND & EXPLORATION CO."	2010-06-01	150962
"8795"	"ST. MARY LAND & EXPLORATION CO."	2010-07-01	182367
"8796"	"ST. MARY LAND & EXPLORATION CO."	2010-08-01	217435
"8797"	"ST. MARY LAND & EXPLORATION CO."	2010-09-01	257348
"8798"	"ST. MARY LAND & EXPLORATION CO."	2010-10-01	307357
"8799"	"ST. MARY LAND & EXPLORATION CO."	2010-11-01	350469
"8800"	"ST. MARY LAND & EXPLORATION CO."	2010-12-01	408953
"8801"	"ST. MARY LAND & EXPLORATION CO."	2011-01-01	461608
"8802"	"ST. MARY LAND & EXPLORATION CO."	2011-02-01	498499
"8803"	"ST. MARY LAND & EXPLORATION CO."	2011-03-01	540844
"8804"	"ST. MARY LAND & EXPLORATION CO."	2011-04-01	576598
"8805"	"ST. MARY LAND & EXPLORATION CO."	2011-05-01	610209
"8806"	"ST. MARY LAND & EXPLORATION CO."	2011-06-01	641849
"8807"	"ST. MARY LAND & EXPLORATION CO."	2011-07-01	673499
"8808"	"ST. MARY LAND & EXPLORATION CO."	2011-08-01	711200
"8809"	"ST. MARY LAND & EXPLORATION CO."	2011-09-01	736886
"8810"	"ST. MARY LAND & EXPLORATION CO."	2011-10-01	768427
"8811"	"ST. MARY LAND & EXPLORATION CO."	2011-11-01	797002
"8812"	"ST. MARY LAND & EXPLORATION CO."	2011-12-01	821073
"8813"	"ST. MARY LAND & EXPLORATION CO."	2012-01-01	848995
"8814"	"ST. MARY LAND & EXPLORATION CO."	2012-02-01	872521
"8815"	"ST. MARY LAND & EXPLORATION CO."	2012-03-01	893039
"8816"	"ST. MARY LAND & EXPLORATION CO."	2012-04-01	907427
"8817"	"ST. MARY LAND & EXPLORATION CO."	2012-05-01	925108
"8818"	"ST. MARY LAND & EXPLORATION CO."	2012-06-01	936514
"8819"	"ST. MARY LAND & EXPLORATION CO."	2012-07-01	945513
"8820"	"ST. MARY LAND & EXPLORATION CO."	2012-08-01	960075
"8821"	"ST. MARY LAND & EXPLORATION CO."	2012-09-01	974139
"8822"	"ST. MARY LAND & EXPLORATION CO."	2012-10-01	988240
"8823"	"ST. MARY LAND & EXPLORATION CO."	2012-11-01	1002780
"8824"	"ST. MARY LAND & EXPLORATION CO."	2012-12-01	1017362
"8825"	"ST. MARY LAND & EXPLORATION CO."	2013-01-01	1033326
"8826"	"ST. MARY LAND & EXPLORATION CO."	2013-02-01	1046497
"8827"	"ST. MARY LAND & EXPLORATION CO."	2013-03-01	1058171
"8828"	"ST. MARY LAND & EXPLORATION CO."	2013-04-01	1069794
"8829"	"ST. MARY LAND & EXPLORATION CO."	2013-05-01	1084063
"8830"	"ST. MARY LAND & EXPLORATION CO."	2013-06-01	1100448
"8831"	"ST. MARY LAND & EXPLORATION CO."	2013-07-01	1111716
"8832"	"ST. MARY LAND & EXPLORATION CO."	2013-08-01	1119127
"8833"	"ST. MARY LAND & EXPLORATION CO."	2013-09-01	1127011
"8834"	"ST. MARY LAND & EXPLORATION CO."	2013-12-01	1133355
"8835"	"ST. MARY LAND & EXPLORATION CO."	2014-01-01	1148048
"8836"	"ST. MARY LAND & EXPLORATION CO."	2014-02-01	1158434
"8837"	"ST. MARY LAND & EXPLORATION CO."	2014-03-01	1167445
"8838"	"ST. MARY LAND & EXPLORATION CO."	2014-04-01	1175545
"8839"	"ST. MARY LAND & EXPLORATION CO."	2014-05-01	1184519
"8840"	"ST. MARY LAND & EXPLORATION CO."	2014-06-01	1191460
"8841"	"ST. MARY LAND & EXPLORATION CO."	2014-07-01	1200998
"8842"	"ST. MARY LAND & EXPLORATION CO."	2014-08-01	1202370
"8843"	"ST. MARY LAND & EXPLORATION CO."	2014-09-01	1220052
"8844"	"ST. MARY LAND & EXPLORATION CO."	2014-10-01	1229198
"8845"	"ST. MARY LAND & EXPLORATION CO."	2014-11-01	1237984
"8846"	"ST. MARY LAND & EXPLORATION CO."	2014-12-01	1246289
"8847"	"ST. MARY LAND & EXPLORATION CO."	2015-01-01	1246473
"8848"	"ST. MARY LAND & EXPLORATION CO."	2015-02-01	1246818
"8849"	"ST. MARY LAND & EXPLORATION CO."	2015-03-01	1260571
"8850"	"ST. MARY LAND & EXPLORATION CO."	2015-04-01	1272905
"8851"	"ST. MARY LAND & EXPLORATION CO."	2015-05-01	1280510
"8852"	"ST. MARY LAND & EXPLORATION CO."	2015-06-01	1287302
"8853"	"ST. MARY LAND & EXPLORATION CO."	2015-07-01	1294898
"8854"	"ST. MARY LAND & EXPLORATION CO."	2015-08-01	1301302
"8855"	"ST. MARY LAND & EXPLORATION CO."	2015-09-01	1301888
"8856"	"ST. MARY LAND & EXPLORATION CO."	2015-10-01	1308928
"8857"	"ST. MARY LAND & EXPLORATION CO."	2015-11-01	1315814
"8858"	"STATOIL TEXAS ONSHORE PROP LLC"	2012-09-01	1976
"8859"	"STATOIL TEXAS ONSHORE PROP LLC"	2012-10-01	10008
"8860"	"STATOIL TEXAS ONSHORE PROP LLC"	2012-11-01	19010
"8861"	"STATOIL TEXAS ONSHORE PROP LLC"	2012-12-01	26993
"8862"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-01-01	33274
"8863"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-02-01	37679
"8864"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-03-01	42996
"8865"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-04-01	46599
"8866"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-05-01	50612
"8867"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-06-01	53502
"8868"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-07-01	57157
"8869"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-08-01	63026
"8870"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-09-01	78486
"8871"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-10-01	79727
"8872"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-11-01	80932
"8873"	"STATOIL TEXAS ONSHORE PROP LLC"	2013-12-01	88486
"8874"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-01-01	90815
"8875"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-02-01	95278
"8876"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-03-01	101406
"8877"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-04-01	108514
"8878"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-05-01	114379
"8879"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-06-01	130354
"8880"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-07-01	144894
"8881"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-08-01	160711
"8882"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-09-01	176116
"8883"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-10-01	212882
"8884"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-11-01	239550
"8885"	"STATOIL TEXAS ONSHORE PROP LLC"	2014-12-01	269027
"8886"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-01-01	307794
"8887"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-02-01	347822
"8888"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-03-01	365703
"8889"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-04-01	404991
"8890"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-05-01	442045
"8891"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-06-01	502463
"8892"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-07-01	551509
"8893"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-08-01	605341
"8894"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-09-01	657570
"8895"	"STATOIL TEXAS ONSHORE PROP LLC"	2015-10-01	741703
"8896"	"TALARIA OIL & GAS LLC"	2014-12-01	1680
"8897"	"TALISMAN ENERGY USA INC."	2011-06-01	6075
"8898"	"TALISMAN ENERGY USA INC."	2011-07-01	20708
"8899"	"TALISMAN ENERGY USA INC."	2011-08-01	35228
"8900"	"TALISMAN ENERGY USA INC."	2011-09-01	44231
"8901"	"TALISMAN ENERGY USA INC."	2011-10-01	61714
"8902"	"TALISMAN ENERGY USA INC."	2011-11-01	75934
"8903"	"TALISMAN ENERGY USA INC."	2011-12-01	96731
"8904"	"TALISMAN ENERGY USA INC."	2012-01-01	141453
"8905"	"TALISMAN ENERGY USA INC."	2012-02-01	180245
"8906"	"TALISMAN ENERGY USA INC."	2012-03-01	249907
"8907"	"TALISMAN ENERGY USA INC."	2012-04-01	309750
"8908"	"TALISMAN ENERGY USA INC."	2012-05-01	358291
"8909"	"TALISMAN ENERGY USA INC."	2012-06-01	427260
"8910"	"TALISMAN ENERGY USA INC."	2012-07-01	495127
"8911"	"TALISMAN ENERGY USA INC."	2012-08-01	565450
"8912"	"TALISMAN ENERGY USA INC."	2012-09-01	673025
"8913"	"TALISMAN ENERGY USA INC."	2012-10-01	801649
"8914"	"TALISMAN ENERGY USA INC."	2012-11-01	1048971
"8915"	"TALISMAN ENERGY USA INC."	2012-12-01	1267015
"8916"	"TALISMAN ENERGY USA INC."	2013-01-01	1468195
"8917"	"TALISMAN ENERGY USA INC."	2013-02-01	1639049
"8918"	"TALISMAN ENERGY USA INC."	2013-03-01	1804191
"8919"	"TALISMAN ENERGY USA INC."	2013-04-01	2009968
"8920"	"TALISMAN ENERGY USA INC."	2013-05-01	2289513
"8921"	"TALISMAN ENERGY USA INC."	2013-06-01	2579665
"8922"	"TALISMAN ENERGY USA INC."	2013-07-01	2874671
"8923"	"TALISMAN ENERGY USA INC."	2013-08-01	3210911
"8924"	"TALISMAN ENERGY USA INC."	2013-09-01	3575721
"8925"	"TALISMAN ENERGY USA INC."	2013-10-01	3745181
"8926"	"TALISMAN ENERGY USA INC."	2013-11-01	3927248
"8927"	"TALISMAN ENERGY USA INC."	2013-12-01	4115877
"8928"	"TALISMAN ENERGY USA INC."	2014-01-01	4294368
"8929"	"TALISMAN ENERGY USA INC."	2014-02-01	4558967
"8930"	"TALISMAN ENERGY USA INC."	2014-03-01	4792343
"8931"	"TALISMAN ENERGY USA INC."	2014-04-01	4957444
"8932"	"TALISMAN ENERGY USA INC."	2014-05-01	5223901
"8933"	"TALISMAN ENERGY USA INC."	2014-06-01	5396591
"8934"	"TALISMAN ENERGY USA INC."	2014-07-01	5668885
"8935"	"TALISMAN ENERGY USA INC."	2014-08-01	5927228
"8936"	"TALISMAN ENERGY USA INC."	2014-09-01	6206502
"8937"	"TALISMAN ENERGY USA INC."	2014-10-01	6451956
"8938"	"TALISMAN ENERGY USA INC."	2014-11-01	6652057
"8939"	"TALISMAN ENERGY USA INC."	2014-12-01	6856388
"8940"	"TALISMAN ENERGY USA INC."	2015-01-01	7062409
"8941"	"TALISMAN ENERGY USA INC."	2015-02-01	7236365
"8942"	"TALISMAN ENERGY USA INC."	2015-03-01	7466958
"8943"	"TALISMAN ENERGY USA INC."	2015-04-01	7637608
"8944"	"TALISMAN ENERGY USA INC."	2015-05-01	7822497
"8945"	"TALISMAN ENERGY USA INC."	2015-06-01	7996647
"8946"	"TALISMAN ENERGY USA INC."	2015-07-01	8179379
"8947"	"TALISMAN ENERGY USA INC."	2015-08-01	8362961
"8948"	"TALISMAN ENERGY USA INC."	2015-09-01	8466725
"8949"	"TALISMAN ENERGY USA INC."	2015-10-01	8577298
"8950"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-04-01	2386
"8951"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-05-01	6477
"8952"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-06-01	11717
"8953"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-07-01	13714
"8954"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-08-01	25384
"8955"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-09-01	33260
"8956"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-10-01	40099
"8957"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-11-01	44963
"8958"	"TEXAS AMERICAN RESOURCES COMPANY"	2010-12-01	49315
"8959"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-01-01	52957
"8960"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-02-01	55691
"8961"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-03-01	58350
"8962"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-04-01	60688
"8963"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-05-01	63201
"8964"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-06-01	65279
"8965"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-07-01	66745
"8966"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-08-01	69052
"8967"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-09-01	71040
"8968"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-10-01	74887
"8969"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-11-01	85199
"8970"	"TEXAS AMERICAN RESOURCES COMPANY"	2011-12-01	100417
"8971"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-01-01	120227
"8972"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-02-01	139536
"8973"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-03-01	154445
"8974"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-04-01	174076
"8975"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-05-01	190441
"8976"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-06-01	206545
"8977"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-07-01	213914
"8978"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-08-01	226928
"8979"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-09-01	237496
"8980"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-10-01	247301
"8981"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-11-01	256450
"8982"	"TEXAS AMERICAN RESOURCES COMPANY"	2012-12-01	268655
"8983"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-01-01	291979
"8984"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-02-01	311477
"8985"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-03-01	336792
"8986"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-04-01	373047
"8987"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-05-01	410247
"8988"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-06-01	435943
"8989"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-07-01	456112
"8990"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-08-01	481359
"8991"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-09-01	504582
"8992"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-10-01	513545
"8993"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-11-01	524175
"8994"	"TEXAS AMERICAN RESOURCES COMPANY"	2013-12-01	536718
"8995"	"TEXAS AMERICAN RESOURCES COMPANY"	2014-01-01	551590
